type,trial,FB,fs_RT,fs_choice,fs_stims,id,ss_RT,ss_choice,ss_stims,Switch,transition
task,90.0,0,947.0,0,"(1, 0)",3,1006.0,2,"(2, 3)",1.0,common
task,91.0,0,629.0,0,"(0, 1)",3,970.0,2,"(2, 3)",0.0,common
task,92.0,1,1470.0,0,"(0, 1)",3,1640.0,3,"(3, 2)",0.0,common
task,93.0,0,697.0,0,"(0, 1)",3,733.0,3,"(2, 3)",0.0,common
task,94.0,1,677.0,1,"(1, 0)",3,1006.0,5,"(4, 5)",1.0,common
task,95.0,0,828.0,1,"(0, 1)",3,585.0,5,"(5, 4)",0.0,common
task,96.0,0,965.0,1,"(1, 0)",3,870.0,4,"(4, 5)",0.0,common
task,97.0,1,653.0,0,"(0, 1)",3,1028.0,5,"(5, 4)",1.0,rare
task,98.0,1,741.0,0,"(1, 0)",3,533.0,3,"(3, 2)",0.0,common
task,99.0,0,679.0,0,"(1, 0)",3,790.0,5,"(5, 4)",0.0,rare
task,100.0,0,632.0,0,"(1, 0)",3,766.0,2,"(2, 3)",0.0,common
task,101.0,0,818.0,0,"(1, 0)",3,1091.0,2,"(2, 3)",0.0,common
task,102.0,1,1801.0,0,"(0, 1)",3,942.0,3,"(2, 3)",0.0,common
task,103.0,1,1258.0,0,"(0, 1)",3,758.0,3,"(2, 3)",0.0,common
task,104.0,1,690.0,0,"(0, 1)",3,793.0,3,"(3, 2)",0.0,common
task,105.0,1,674.0,0,"(1, 0)",3,694.0,3,"(3, 2)",0.0,common
task,106.0,1,630.0,0,"(0, 1)",3,596.0,3,"(2, 3)",0.0,common
task,107.0,1,1213.0,0,"(1, 0)",3,726.0,3,"(3, 2)",0.0,common
task,108.0,1,566.0,0,"(1, 0)",3,721.0,5,"(5, 4)",0.0,rare
task,109.0,1,561.0,0,"(0, 1)",3,603.0,3,"(3, 2)",0.0,common
task,110.0,1,824.0,0,"(1, 0)",3,858.0,3,"(2, 3)",0.0,common
task,111.0,0,608.0,0,"(1, 0)",3,644.0,3,"(2, 3)",0.0,common
task,112.0,1,878.0,0,"(0, 1)",3,870.0,2,"(3, 2)",0.0,common
task,113.0,0,1113.0,0,"(0, 1)",3,1004.0,3,"(3, 2)",0.0,common
task,114.0,1,833.0,0,"(1, 0)",3,849.0,3,"(2, 3)",0.0,common
task,115.0,0,674.0,0,"(1, 0)",3,601.0,3,"(2, 3)",0.0,common
task,116.0,1,698.0,0,"(1, 0)",3,937.0,2,"(2, 3)",0.0,common
task,117.0,1,815.0,0,"(0, 1)",3,1022.0,5,"(4, 5)",0.0,rare
task,118.0,0,724.0,0,"(1, 0)",3,759.0,3,"(3, 2)",0.0,common
task,119.0,0,674.0,0,"(1, 0)",3,1070.0,2,"(2, 3)",0.0,common
task,120.0,0,673.0,0,"(0, 1)",3,739.0,2,"(2, 3)",0.0,common
task,121.0,1,583.0,0,"(0, 1)",3,1522.0,2,"(3, 2)",0.0,common
task,122.0,0,1023.0,1,"(1, 0)",3,826.0,5,"(4, 5)",1.0,common
task,123.0,0,900.0,1,"(1, 0)",3,667.0,3,"(3, 2)",0.0,rare
task,124.0,1,762.0,0,"(1, 0)",3,865.0,3,"(2, 3)",1.0,common
task,125.0,0,710.0,0,"(1, 0)",3,662.0,3,"(3, 2)",0.0,common
task,126.0,0,653.0,0,"(1, 0)",3,760.0,3,"(2, 3)",0.0,common
task,127.0,1,652.0,0,"(0, 1)",3,577.0,3,"(3, 2)",0.0,common
task,128.0,0,741.0,0,"(1, 0)",3,960.0,5,"(5, 4)",0.0,rare
task,129.0,0,584.0,0,"(0, 1)",3,650.0,3,"(3, 2)",0.0,common
task,130.0,0,643.0,0,"(0, 1)",3,681.0,2,"(2, 3)",0.0,common
task,131.0,0,808.0,1,"(1, 0)",3,1033.0,3,"(2, 3)",1.0,rare
task,132.0,1,782.0,0,"(1, 0)",3,649.0,3,"(3, 2)",1.0,common
task,133.0,0,640.0,0,"(0, 1)",3,622.0,3,"(3, 2)",0.0,common
task,134.0,0,631.0,0,"(1, 0)",3,638.0,2,"(3, 2)",0.0,common
task,135.0,0,672.0,1,"(1, 0)",3,530.0,3,"(3, 2)",1.0,rare
task,136.0,1,896.0,1,"(0, 1)",3,1256.0,5,"(4, 5)",0.0,common
task,137.0,0,607.0,1,"(0, 1)",3,1630.0,5,"(4, 5)",0.0,common
task,138.0,0,570.0,1,"(0, 1)",3,1253.0,3,"(2, 3)",0.0,rare
task,139.0,1,576.0,0,"(1, 0)",3,895.0,3,"(2, 3)",1.0,common
task,140.0,1,623.0,0,"(0, 1)",3,536.0,3,"(3, 2)",0.0,common
task,141.0,0,898.0,0,"(1, 0)",3,1009.0,5,"(4, 5)",0.0,rare
task,142.0,1,711.0,0,"(1, 0)",3,709.0,5,"(4, 5)",0.0,rare
task,143.0,-1,1528.0,1,"(1, 0)",3,,-1,"(4, 5)",1.0,common
task,144.0,1,574.0,0,"(0, 1)",3,642.0,5,"(4, 5)",1.0,rare
task,145.0,0,537.0,0,"(1, 0)",3,645.0,3,"(2, 3)",0.0,common
task,146.0,0,644.0,0,"(0, 1)",3,491.0,3,"(3, 2)",0.0,common
task,147.0,0,618.0,1,"(1, 0)",3,683.0,4,"(5, 4)",1.0,common
task,148.0,1,509.0,0,"(0, 1)",3,665.0,2,"(2, 3)",1.0,common
task,149.0,0,727.0,0,"(1, 0)",3,621.0,2,"(2, 3)",0.0,common
task,150.0,0,915.0,0,"(1, 0)",3,761.0,5,"(5, 4)",0.0,rare
task,151.0,0,618.0,0,"(0, 1)",3,730.0,3,"(3, 2)",0.0,common
task,152.0,1,446.0,0,"(0, 1)",3,938.0,4,"(4, 5)",0.0,rare
task,153.0,1,607.0,1,"(1, 0)",3,576.0,4,"(4, 5)",1.0,common
task,154.0,0,753.0,0,"(0, 1)",3,891.0,4,"(5, 4)",1.0,rare
task,155.0,0,534.0,1,"(1, 0)",3,573.0,3,"(3, 2)",1.0,rare
task,156.0,0,487.0,0,"(0, 1)",3,825.0,2,"(3, 2)",1.0,common
task,157.0,1,595.0,0,"(0, 1)",3,609.0,5,"(5, 4)",0.0,rare
task,158.0,0,444.0,0,"(0, 1)",3,449.0,3,"(3, 2)",0.0,common
task,159.0,0,501.0,1,"(1, 0)",3,480.0,3,"(3, 2)",1.0,rare
task,160.0,0,535.0,0,"(0, 1)",3,817.0,3,"(3, 2)",1.0,common
task,161.0,1,481.0,1,"(1, 0)",3,1022.0,4,"(5, 4)",1.0,common
task,162.0,0,628.0,1,"(1, 0)",3,838.0,4,"(5, 4)",0.0,common
task,163.0,1,556.0,1,"(1, 0)",3,526.0,5,"(5, 4)",0.0,common
task,164.0,1,573.0,0,"(0, 1)",3,675.0,2,"(2, 3)",1.0,common
task,165.0,0,693.0,0,"(0, 1)",3,557.0,2,"(2, 3)",0.0,common
task,166.0,1,753.0,0,"(1, 0)",3,528.0,3,"(3, 2)",0.0,common
task,167.0,0,509.0,0,"(0, 1)",3,569.0,3,"(2, 3)",0.0,common
task,168.0,1,670.0,0,"(1, 0)",3,818.0,3,"(2, 3)",0.0,common
task,169.0,0,662.0,0,"(0, 1)",3,621.0,3,"(3, 2)",0.0,common
task,170.0,0,564.0,0,"(1, 0)",3,729.0,5,"(5, 4)",0.0,rare
task,171.0,0,572.0,0,"(0, 1)",3,701.0,5,"(5, 4)",0.0,rare
task,172.0,0,468.0,0,"(1, 0)",3,595.0,2,"(2, 3)",0.0,common
task,173.0,0,555.0,0,"(0, 1)",3,566.0,5,"(5, 4)",0.0,rare
task,174.0,0,731.0,0,"(0, 1)",3,725.0,5,"(5, 4)",0.0,rare
task,175.0,1,1115.0,0,"(0, 1)",3,750.0,2,"(2, 3)",0.0,common
task,176.0,0,572.0,0,"(0, 1)",3,754.0,5,"(5, 4)",0.0,rare
task,177.0,0,553.0,0,"(0, 1)",3,888.0,3,"(3, 2)",0.0,common
task,178.0,1,618.0,1,"(1, 0)",3,591.0,5,"(4, 5)",1.0,common
task,179.0,1,774.0,1,"(0, 1)",3,975.0,4,"(4, 5)",0.0,common
task,180.0,0,843.0,1,"(0, 1)",3,658.0,3,"(3, 2)",0.0,rare
task,181.0,0,841.0,0,"(1, 0)",3,545.0,3,"(3, 2)",1.0,common
task,182.0,0,595.0,0,"(1, 0)",3,655.0,4,"(4, 5)",0.0,rare
task,183.0,0,628.0,1,"(1, 0)",3,741.0,5,"(5, 4)",1.0,common
task,184.0,0,554.0,1,"(1, 0)",3,720.0,5,"(5, 4)",0.0,common
task,185.0,1,682.0,0,"(0, 1)",3,625.0,2,"(2, 3)",1.0,common
task,186.0,0,555.0,0,"(0, 1)",3,841.0,5,"(4, 5)",0.0,rare
task,187.0,0,544.0,0,"(0, 1)",3,776.0,2,"(3, 2)",0.0,common
task,188.0,0,497.0,0,"(0, 1)",3,452.0,3,"(3, 2)",0.0,common
task,189.0,0,618.0,0,"(0, 1)",3,517.0,3,"(3, 2)",0.0,common
task,190.0,0,536.0,1,"(1, 0)",3,661.0,4,"(5, 4)",1.0,common
task,191.0,0,530.0,0,"(0, 1)",3,595.0,4,"(4, 5)",1.0,rare
task,192.0,0,573.0,0,"(0, 1)",3,550.0,2,"(2, 3)",0.0,common
task,193.0,1,639.0,1,"(1, 0)",3,1176.0,3,"(2, 3)",1.0,rare
task,194.0,0,641.0,0,"(1, 0)",3,645.0,2,"(2, 3)",1.0,common
task,195.0,1,555.0,0,"(0, 1)",3,505.0,3,"(3, 2)",0.0,common
task,196.0,1,699.0,0,"(0, 1)",3,500.0,3,"(3, 2)",0.0,common
task,197.0,1,888.0,0,"(1, 0)",3,612.0,3,"(3, 2)",0.0,common
task,198.0,0,575.0,0,"(0, 1)",3,676.0,3,"(3, 2)",0.0,common
task,199.0,1,590.0,0,"(0, 1)",3,902.0,3,"(3, 2)",0.0,common
